,lat,lng,streetname
56,37.76343703835776,-122.48010201157895,IRVING ST
57,37.763456211166975,-122.47963856,IRVING ST
58,37.763475615299214,-122.47917510842106,IRVING ST
59,37.76349566047919,-122.47871165684211,IRVING ST
60,37.76351570565916,-122.47824820526316,IRVING ST
61,37.76353884269883,-122.47778475368422,IRVING ST
62,37.76356202581556,-122.47732130210527,IRVING ST
63,37.76358351201993,-122.47685785052632,IRVING ST
64,37.76360392647561,-122.47639439894738,IRVING ST
65,37.76362547474744,-122.47593094736843,IRVING ST
66,37.763649539493365,-122.47546749578947,IRVING ST
67,37.76367360423929,-122.47500404421052,IRVING ST
68,37.763693617398886,-122.47454059263158,IRVING ST
69,37.76371361437162,-122.47407714105263,IRVING ST
70,37.76373150391291,-122.47361368947368,IRVING ST
71,37.76374847154153,-122.47315023789474,IRVING ST
72,37.76376643720927,-122.47268678631579,IRVING ST
73,37.76378705513666,-122.47222333473684,IRVING ST
74,37.76380767306404,-122.4717598831579,IRVING ST
75,37.7638271900103,-122.47129643157895,IRVING ST
76,37.76384649511829,-122.47083298,IRVING ST
77,37.763865401547605,-122.47036952842106,IRVING ST
78,37.763883929245615,-122.46990607684211,IRVING ST
79,37.76390348682256,-122.46944262526316,IRVING ST
80,37.7639272323439,-122.4689791736842,IRVING ST
81,37.76395097786524,-122.46851572210527,IRVING ST
82,37.76397381715387,-122.46805227052631,IRVING ST
83,37.763996558213655,-122.46758881894736,IRVING ST
84,37.76401689679821,-122.46712536736842,IRVING ST
85,37.76403552975141,-122.46666191578947,IRVING ST
86,37.76405380144572,-122.46619846421052,IRVING ST
87,37.76407107801754,-122.46573501263158,IRVING ST
88,37.76408835458936,-122.46527156105263,IRVING ST
89,37.76410570380994,-122.46480810947368,IRVING ST
90,37.76412305723615,-122.46434465789473,IRVING ST
91,37.7641470328169,-122.46388120631579,IRVING ST
92,37.76417403449497,-122.46341775473684,IRVING ST
93,37.76419804491251,-122.46295430315789,IRVING ST
94,37.76421547245625,-122.46249085157895,IRVING ST
95,37.764232899999996,-122.4620274,IRVING ST
0,37.760472,-122.504857,JUDAH ST
1,37.76049220549059,-122.50439516021505,JUDAH ST
2,37.760512410981185,-122.50393332043011,JUDAH ST
3,37.76053474234178,-122.50347148064516,JUDAH ST
4,37.76055807941366,-122.50300964086021,JUDAH ST
5,37.760579278687125,-122.50254780107527,JUDAH ST
6,37.76059689212704,-122.50208596129032,JUDAH ST
7,37.760614596996355,-122.50162412150537,JUDAH ST
8,37.760634869739945,-122.50116228172044,JUDAH ST
9,37.760655142483536,-122.50070044193549,JUDAH ST
10,37.760675731866144,-122.50023860215055,JUDAH ST
11,37.76069644991257,-122.4997767623656,JUDAH ST
12,37.760716982871934,-122.49931492258065,JUDAH ST
13,37.7607372314446,-122.4988530827957,JUDAH ST
14,37.760757476868285,-122.49839124301076,JUDAH ST
15,37.76077768235887,-122.49792940322581,JUDAH ST
16,37.760797887849456,-122.49746756344086,JUDAH ST
17,37.76081820095023,-122.49700572365592,JUDAH ST
18,37.76083854955068,-122.49654388387097,JUDAH ST
19,37.760858692117345,-122.49608204408602,JUDAH ST
20,37.76087831925054,-122.49562020430108,JUDAH ST
21,37.76089684515124,-122.49515836451613,JUDAH ST
22,37.76091868391785,-122.49469652473118,JUDAH ST
23,37.760940522684464,-122.49423468494624,JUDAH ST
24,37.760961097273714,-122.4937728451613,JUDAH ST
25,37.760981345846375,-122.49331100537636,JUDAH ST
26,37.7610020932445,-122.49284916559141,JUDAH ST
27,37.76102339456497,-122.49238732580646,JUDAH ST
28,37.76104448564191,-122.49192548602151,JUDAH ST
29,37.761063992623285,-122.49146364623657,JUDAH ST
30,37.76108349960466,-122.49100180645162,JUDAH ST
31,37.76110371250585,-122.49053996666667,JUDAH ST
32,37.76112407443965,-122.49007812688173,JUDAH ST
33,37.761144266223546,-122.48961628709678,JUDAH ST
34,37.76116429618561,-122.48915444731183,JUDAH ST
35,37.76118442538079,-122.48869260752689,JUDAH ST
36,37.761205052921724,-122.48823076774194,JUDAH ST
37,37.76122568046266,-122.48776892795699,JUDAH ST
38,37.76124598930283,-122.48730708817205,JUDAH ST
39,37.76126624768318,-122.48684524838711,JUDAH ST
40,37.76128804853254,-122.48638340860217,JUDAH ST
41,37.76131125314491,-122.48592156881722,JUDAH ST
42,37.76133394976902,-122.48545972903227,JUDAH ST
43,37.76135417601007,-122.48499788924732,JUDAH ST
44,37.76137440225113,-122.48453604946238,JUDAH ST
45,37.76139204313615,-122.48407420967743,JUDAH ST
46,37.761409336317364,-122.48361236989248,JUDAH ST
47,37.76142834939875,-122.48315053010754,JUDAH ST
48,37.761448731270924,-122.48268869032259,JUDAH ST
49,37.76146892211982,-122.48222685053764,JUDAH ST
50,37.761488715253456,-122.4817650107527,JUDAH ST
51,37.76150864069285,-122.48130317096775,JUDAH ST
52,37.76153213059854,-122.4808413311828,JUDAH ST
53,37.761555620504225,-122.48037949139785,JUDAH ST
54,37.76157908612068,-122.47991765161291,JUDAH ST
55,37.76160254125869,-122.47945581182798,JUDAH ST
56,37.76162439956797,-122.47899397204303,JUDAH ST
57,37.76164339400223,-122.47853213225808,JUDAH ST
58,37.761661847274375,-122.47807029247313,JUDAH ST
59,37.761663373267595,-122.47760845268819,JUDAH ST
60,37.761664899260815,-122.47714661290324,JUDAH ST
61,37.76170296353937,-122.4766847731183,JUDAH ST
62,37.761764751010844,-122.47622293333335,JUDAH ST
63,37.761792994771874,-122.4757610935484,JUDAH ST
64,37.76177167449744,-122.47529925376345,JUDAH ST
65,37.76175252117925,-122.4748374139785,JUDAH ST
66,37.761768286275434,-122.47437557419356,JUDAH ST
67,37.76178405137162,-122.47391373440861,JUDAH ST
68,37.761802294771535,-122.47345189462366,JUDAH ST
69,37.761821423256436,-122.47299005483872,JUDAH ST
70,37.7618558381069,-122.47252821505379,JUDAH ST
71,37.761924935480714,-122.47206637526884,JUDAH ST
72,37.76199403285453,-122.47160453548389,JUDAH ST
73,37.76202016276851,-122.47114269569894,JUDAH ST
74,37.76203988499915,-122.470680855914,JUDAH ST
75,37.7620604389455,-122.47021901612905,JUDAH ST
76,37.7620816118665,-122.4697571763441,JUDAH ST
77,37.76208978735559,-122.46929533655916,JUDAH ST
78,37.76206419671903,-122.46883349677421,JUDAH ST
79,37.76203860608247,-122.46837165698926,JUDAH ST
80,37.762053778305805,-122.46790981720432,JUDAH ST
81,37.76207061868219,-122.46744797741937,JUDAH ST
82,37.76212013516583,-122.46698613763442,JUDAH ST
83,37.7621881210901,-122.46652429784947,JUDAH ST
84,37.762236023394586,-122.46606245806453,JUDAH ST
85,37.762229830887385,-122.46560061827958,JUDAH ST
86,37.762223638380185,-122.46513877849465,JUDAH ST
87,37.762245914114786,-122.4646769387097,JUDAH ST
88,37.76226932960755,-122.46421509892475,JUDAH ST
89,37.762288009084195,-122.4637532591398,JUDAH ST
90,37.76230455585834,-122.46329141935486,JUDAH ST
91,37.762321570708124,-122.46282957956991,JUDAH ST
92,37.76233963535407,-122.46236773978497,JUDAH ST
93,37.7623577,-122.46190590000002,JUDAH ST
0,37.7786757,-122.4166025,LARKIN ST
1,37.77904020757576,-122.41667654681498,LARKIN ST
2,37.779404715151514,-122.41675059362996,LARKIN ST
3,37.779769222727275,-122.41682445828475,LARKIN ST
4,37.78013373030303,-122.41689812980161,LARKIN ST
5,37.78049823787879,-122.41697180131847,LARKIN ST
6,37.78086274545455,-122.41704437969865,LARKIN ST
7,37.7812272530303,-122.41711694912283,LARKIN ST
8,37.78159176060606,-122.41719125581162,LARKIN ST
9,37.78195626818182,-122.41726890499697,LARKIN ST
10,37.782320775757576,-122.41734655418233,LARKIN ST
11,37.782685283333336,-122.4174230199858,LARKIN ST
12,37.78304979090909,-122.417499259909,LARKIN ST
13,37.78341429848485,-122.41757429896269,LARKIN ST
14,37.78377880606061,-122.41764598391265,LARKIN ST
15,37.78414331363636,-122.41771921287098,LARKIN ST
16,37.784507821212124,-122.4177909579758,LARKIN ST
17,37.784872328787884,-122.4178646061808,LARKIN ST
18,37.78523683636364,-122.41794130670492,LARKIN ST
19,37.7856013439394,-122.41801214248179,LARKIN ST
20,37.78596585151515,-122.41808652738145,LARKIN ST
21,37.78633035909091,-122.418165943551,LARKIN ST
22,37.78669486666667,-122.41824653731776,LARKIN ST
23,37.787059374242425,-122.41832260626263,LARKIN ST
24,37.787423881818185,-122.41839244072374,LARKIN ST
